,Financial Benchmarks India Private Ltd,,,,
,,,,,
FBIL SDL/SGS Prices/Yields,,,18-Sep-26,,
Calculating Agent: FBIL,,,,,
ISIN,Description,Coupon,Maturity (dd-mmm-yyyy),Price(Rs),YTM% p.a. (Semi-Annual)
IN4520220141,07.45 TS SGS 2030,7.45,07/Sep/2030,100.5497,7.2863
IN1320210066,06.85 BR SDL 2030,6.85,08/Sep/2030,98.5168,7.2863
IN1920200210,06.56 KA SDL 2030,6.56,09/Sep/2030,97.5327,7.2863
IN1420200124,06.60 GA SDL 2030SEP,6.6,09/Sep/2030,97.6683,7.2863
IN2920200366,06.60 RJ SDL 2030,6.6,09/Sep/2030,97.6683,7.2863
IN3320200089,06.64 UP SDL 2030,6.64,09/Sep/2030,97.8040,7.2863
IN1620200098,06.70 HR SDL 2030,6.7,09/Sep/2030,98.0075,7.2863
IN4920200073,06.70 JK SDL 2030,6.7,09/Sep/2030,98.0075,7.2863
IN1320250096,07.02 BR SGS 2030,7.02,10/Sep/2030,99.0925,7.2863
IN1020180254,08.79 AP SDL 2030,8.79,12/Sep/2030,105.1058,7.2863
IN3120240657,07.09 TN SGS 2030,7.09,12/Sep/2030,99.3298,7.2863
IN2720240158,07.17 OD SGS 2030,7.17,12/Sep/2030,99.6016,7.2863
IN1920200236,06.65 KA SDL 2030,6.65,16/Sep/2030,97.8308,7.2863
IN2920200374,06.67 RJ SDL 2030,6.67,16/Sep/2030,97.8990,7.2863
IN3620200037,06.67 UK SDL 2030,6.67,16/Sep/2030,97.8990,7.2863
IN3320200097,06.68 UP SDL 2030,6.68,16/Sep/2030,97.9330,7.2863
IN2420200031,06.70 ML SDL 2030,6.7,16/Sep/2030,98.0011,7.2863
IN2620200039,06.70 NL SDL 2030,6.7,16/Sep/2030,98.0011,7.2863
IN3220200015,06.70 TR SDL 2030,6.7,16/Sep/2030,98.0011,7.2863
IN2620250026,07.14 NL SGS 2030,7.14,17/Sep/2030,99.4998,7.2863
IN4520230256,07.46 TS SGS 2030,7.46,22/Sep/2030,100.5933,7.2863
IN3520230043,07.47 CG SGS 2030,7.47,22/Sep/2030,100.6275,7.2863
IN3120200297,06.69 TN SDL 2030,6.69,23/Sep/2030,97.9595,7.2863
IN1520200156,06.70 GJ SDL 2030,6.7,23/Sep/2030,97.9937,7.2863
IN1920200251,06.70 KA SDL 2030,6.7,23/Sep/2030,97.9937,7.2863
IN2920200382,06.72 RJ SDL 2030,6.72,23/Sep/2030,98.0621,7.2863
IN3020200025,06.73 SK SDL 2030,6.73,23/Sep/2030,98.0963,7.2863
IN1420200132,06.74 GA SDL 2030,6.74,23/Sep/2030,98.1305,7.2863
IN3320200105,06.74 UP SDL 2030,6.74,23/Sep/2030,98.1305,7.2863
IN1220200050,06.80 AS SDL 2030,6.8,23/Sep/2030,98.3357,7.2863
IN1020190238,07.27 AP SDL 2030,7.27,25/Sep/2030,99.9426,7.2863
IN3520240026,07.03 CG SGS 2030,7.03,25/Sep/2030,99.1207,7.2863
IN3820180013,08.73 PY SDL 2030,8.73,26/Sep/2030,104.9450,7.2863
IN1920240315,06.96 KA SGS 2030,6.96,26/Sep/2030,98.8800,7.2863
IN1220240221,07.02 AS SGS 2030,7.02,26/Sep/2030,99.0856,7.2863
IN3520230050,07.49 CG SGS 2030,7.49,27/Sep/2030,100.6961,7.2863
IN2220220106,07.62 MH SGS 2030,7.62,28/Sep/2030,101.1422,7.2863
IN1520200164,06.83 GJ SDL 2030,6.83,30/Sep/2030,98.4296,7.2863
IN1920200277,06.85 KA SDL 2030,6.85,30/Sep/2030,98.4983,7.2863
IN2920200408,06.85 RJ SDL 2030,6.85,30/Sep/2030,98.4983,7.2863
IN1420200140,06.89 GA SDL 2030,6.89,30/Sep/2030,98.6356,7.2863
IN1220200068,06.90 AS SDL 2030 30 SEP,6.9,30/Sep/2030,98.6700,7.2863
IN2420200049,06.90 ML SDL 2030,6.9,30/Sep/2030,98.6700,7.2863
IN3620200045,06.90 UK SDL 2030 30 SEP,6.9,30/Sep/2030,98.6700,7.2863
IN3320200113,06.90 UP SDL 2030 30 SEP,6.9,30/Sep/2030,98.6700,7.2863
IN1920240034,07.00 KA SGS 2030,7,03/Oct/2030,99.0108,7.2863
IN2220220122,07.76 MH SGS 2030,7.76,04/Oct/2030,101.6262,7.2863
IN1320210074,06.87 BR SDL 2030,6.87,06/Oct/2030,98.5601,7.2863
IN1520200172,06.84 GJ SDL 2030,6.84,07/Oct/2030,98.4555,7.2863
IN1920200293,06.86 KA SDL 2030,6.86,07/Oct/2030,98.5244,7.2863
IN2220200223,06.87 MH SDL 2030,6.87,07/Oct/2030,98.5589,7.2863
IN1420200157,06.90 GA SDL 2030 07 OCT,6.9,07/Oct/2030,98.6624,7.2863
IN1720200048,06.90 HP SDL 2030,6.9,07/Oct/2030,98.6624,7.2863
IN1220200084,06.91 AS SDL 2030,6.91,07/Oct/2030,98.6969,7.2863
IN2620200047,06.91 NL SDL 2030,6.91,07/Oct/2030,98.6969,7.2863
IN3320200121,06.91 UP SDL 2030 07 OCT,6.91,07/Oct/2030,98.6969,7.2863
IN2920200424,06.92 RJ SDL 2030,6.92,07/Oct/2030,98.7314,7.2863
IN3720200010,06.93 JH SDL 2030,6.93,07/Oct/2030,98.7658,7.2863
IN1020190246,07.19 AP SDL 2030,7.19,09/Oct/2030,99.6615,7.2863
IN1620190133,07.19 HR SDL 2030,7.19,09/Oct/2030,99.6615,7.2863
IN2920200432,06.60 RJ SDL 2030 14 OCT,6.6,14/Oct/2030,97.6162,7.2863
IN1920200319,06.61 KA SDL 2030,6.61,14/Oct/2030,97.6508,7.2863
IN3620200052,06.62 UK SDL 2030,6.62,14/Oct/2030,97.6855,7.2863
IN2220200264,06.63 MH SDL 2030,6.63,14/Oct/2030,97.7201,7.2863
IN3320200139,06.63 UP SDL 2030,6.63,14/Oct/2030,97.7201,7.2863
IN2420200056,06.65 ML SDL 2030,6.65,14/Oct/2030,97.7893,7.2863
IN2820200128,06.69 PN SDL 2030,6.69,14/Oct/2030,97.9278,7.2863
IN1020190261,07.17 AP SDL 2030,7.17,16/Oct/2030,99.5889,7.2863
IN2220220130,07.70 MH SGS 2030,7.7,19/Oct/2030,101.4279,7.2863
IN1920200335,06.51 KA SDL 2030,6.51,21/Oct/2030,97.2919,7.2863
IN3320200147,06.54 UP SDL 2030,6.54,21/Oct/2030,97.3962,7.2863
IN1220200100,06.56 AS SDL 2030,6.56,21/Oct/2030,97.4657,7.2863
IN2220200280,06.56 MH SDL 2030,6.56,21/Oct/2030,97.4657,7.2863
IN3720200028,06.62 JH SDL 2030,6.62,21/Oct/2030,97.6743,7.2863
IN1020180304,08.68 AP SDL 2030,8.68,24/Oct/2030,104.8437,7.2863
IN3120230278,07.68 TN SGS 2030,7.68,25/Oct/2030,101.3617,7.2863
IN1320210082,06.95 BR SDL 2030,6.95,27/Oct/2030,98.8162,7.2863
IN2220220148,07.78 MH SGS 2030,7.78,27/Oct/2030,101.7117,7.2863
IN1520200180,06.40 GJ SDL 2030 28 OCT,6.4,28/Oct/2030,96.8954,7.2863
IN1920200350,06.40 KA SDL 2030 28 OCT,6.4,28/Oct/2030,96.8954,7.2863
IN1420200165,06.42 GA SDL 2030,6.42,28/Oct/2030,96.9653,7.2863
IN3320200154,06.42 UP SDL 2030,6.42,28/Oct/2030,96.9653,7.2863
IN3620200060,06.44 UK SDL 2030,6.44,28/Oct/2030,97.0351,7.2863
IN2920200457,06.45 RJ SDL 2030,6.45,28/Oct/2030,97.0700,7.2863
IN3220200023,06.55 TR SDL 2030,6.55,28/Oct/2030,97.4190,7.2863
IN3120230302,07.68 TN SGS 2030 01 NOV,7.68,01/Nov/2030,101.3652,7.2863
IN1320210090,06.98 BR SDL 2030,6.98,02/Nov/2030,98.9167,7.2863
IN1920200376,06.40 KA SDL 2030 04 NOV,6.4,04/Nov/2030,96.8836,7.2863
IN2220200298,06.40 MH SDL 2030,6.4,04/Nov/2030,96.8836,7.2863
IN1020200458,06.43 AP SDL 2030,6.43,04/Nov/2030,96.9887,7.2863
IN1520200198,06.46 GJ SDL 2030,6.46,04/Nov/2030,97.0937,7.2863
IN1220200118,06.48 AS SDL 2030,6.48,04/Nov/2030,97.1638,7.2863
IN2520200055,06.48 MZ SDL 2030,6.48,04/Nov/2030,97.1638,7.2863
IN2620200054,06.50 NL SDL 2030,6.5,04/Nov/2030,97.2338,7.2863
IN3820200043,06.52 PY SDL 2030,6.52,04/Nov/2030,97.3039,7.2863
IN3320200162,06.59 UP SDL 2030,6.59,04/Nov/2030,97.5491,7.2863
IN2920200465,06.75 RJ SDL 2030,6.75,04/Nov/2030,98.1095,7.2863
IN3620240041,07.06 UK SGS 2030,7.06,06/Nov/2030,99.1940,7.2863
IN3120230310,07.65 TN SGS 2030,7.65,08/Nov/2030,101.2641,7.2863
IN1620220260,07.76 HR SGS 2030,7.76,09/Nov/2030,101.6510,7.2863
IN1920200392,06.47 KA SDL 2030,6.47,11/Nov/2030,97.1161,7.2863
IN1520200206,06.50 GJ SDL 2030,6.5,11/Nov/2030,97.2216,7.2863
IN1420200173,06.55 GA SDL 2030,6.55,11/Nov/2030,97.3974,7.2863
IN1620200122,06.59 HR SDL 2030,6.59,11/Nov/2030,97.5381,7.2863
IN3020200033,06.60 SK SDL 2030,6.6,11/Nov/2030,97.5732,7.2863
IN3320200170,06.60 UP SDL 2030,6.6,11/Nov/2030,97.5732,7.2863
IN2920200473,06.61 RJ SDL 2030,6.61,11/Nov/2030,97.6084,7.2863
IN1920200418,06.49 KA SDL 2030 18 NOV,6.49,18/Nov/2030,97.1742,7.2863
IN1120200036,06.54 AR SDL 2030,6.54,18/Nov/2030,97.3507,7.2863
IN2920200481,06.54 RJ SDL 2030 18 NOV,6.54,18/Nov/2030,97.3507,7.2863
IN1220200142,06.60 AS SDL 2030,6.6,18/Nov/2030,97.5626,7.2863
IN2820200151,06.60 PN SDL 2030,6.6,18/Nov/2030,97.5626,7.2863
IN2920250270,06.75 RJ SGS 2030,6.75,19/Nov/2030,98.0910,7.2863
IN1020190345,07.22 AP SDL 2030,7.22,20/Nov/2030,99.7511,7.2863
IN1720210039,06.86 HP SDL 2030,6.86,24/Nov/2030,98.4747,7.2863
IN1320210108,06.87 BR SDL 2030 24 NOV,6.87,24/Nov/2030,98.5101,7.2863
IN1520200214,06.50 GJ SDL 2030 25 NOV,6.5,25/Nov/2030,97.1976,7.2863
IN1920200434,06.50 KA SDL 2030 25 NOV,6.5,25/Nov/2030,97.1976,7.2863
IN2220200322,06.52 MH SDL 2030,6.52,25/Nov/2030,97.2685,7.2863
IN1420200181,06.57 GA SDL 2030,6.57,25/Nov/2030,97.4458,7.2863
IN3320200188,06.58 UP SDL 2030,6.58,25/Nov/2030,97.4812,7.2863
IN2920200499,06.59 RJ SDL 2030 25 NOV,6.59,25/Nov/2030,97.5167,7.2863
IN1220200167,06.64 AS SDL 2030,6.64,25/Nov/2030,97.6939,7.2863
IN3120190225,07.19 TN SDL 2030,7.19,27/Nov/2030,99.6429,7.2863
IN1020190360,07.20 AP SDL 2030,7.2,27/Nov/2030,99.6784,7.2863
IN1920240117,07.09 KA SGS 2030,7.09,27/Nov/2030,99.2881,7.2863
IN3120230328,07.68 TN SGS 2030,7.68,29/Nov/2030,101.3833,7.2863
IN1620220302,07.57 HR SGS 2030,7.57,30/Nov/2030,100.9929,7.2863
IN1920200459,06.53 KA SDL 2030,6.53,02/Dec/2030,97.2927,7.2863
IN2320200065,06.60 MN SDL 2030,6.6,02/Dec/2030,97.5418,7.2863
IN2920200507,06.62 RJ SDL 2030,6.62,02/Dec/2030,97.6130,7.2863
IN4920200123,06.65 JK SDL 2030,6.65,02/Dec/2030,97.7198,7.2863
IN1020180361,08.43 AP SDL 2030,8.43,05/Dec/2030,104.0612,7.2863
IN1320210116,06.83 BR SDL 2030,6.83,08/Dec/2030,98.3545,7.2863
IN1920200475,06.54 KA SDL 2030,6.54,09/Dec/2030,97.3174,7.2863
IN1420200199,06.55 GA SDL 2030 09 DEC,6.55,09/Dec/2030,97.3531,7.2863
IN2920200515,06.60 RJ SDL 2030 09 DEC,6.6,09/Dec/2030,97.5317,7.2863
IN1220200175,06.62 AS SDL 2030,6.62,09/Dec/2030,97.6032,7.2863
IN2620200062,06.62 NL SDL 2030,6.62,09/Dec/2030,97.6032,7.2863
IN1520230120,07.66 GJ SGS 2030 13 DEC,7.66,13/Dec/2030,101.3219,7.2863
IN3120230336,07.67 TN SGS 2030,7.67,13/Dec/2030,101.3577,7.2863
IN1320210124,06.84 BR SDL 2030,6.84,15/Dec/2030,98.3836,7.2863
IN1920200491,06.52 KA SDL 2030,6.52,16/Dec/2030,97.2349,7.2863
IN1420200207,06.54 GA SDL 2030 16 DEC,6.54,16/Dec/2030,97.3066,7.2863
IN3320200196,06.56 UP SDL 2030,6.56,16/Dec/2030,97.3783,7.2863
IN2420200072,06.60 ML SDL 2030,6.6,16/Dec/2030,97.5218,7.2863
IN2620250034,07.14 NL SGS 2030 17 DEC,7.14,17/Dec/2030,99.4585,7.2863
IN3820250048,07.14 PY SGS 2030,7.14,17/Dec/2030,99.4585,7.2863
IN1620220328,07.58 HR SGS 2030,7.58,21/Dec/2030,101.0400,7.2863
IN1920200517,06.51 KA SDL 2030 23 DEC,6.51,23/Dec/2030,97.1880,7.2863
IN1720200121,06.57 HP SDL 2030 23 DEC,6.57,23/Dec/2030,97.4041,7.2863
IN1420200215,06.58 GA SDL 2030 23 DEC,6.58,23/Dec/2030,97.4401,7.2863
IN1220200183,06.60 AS SDL 2030 23 DEC,6.6,23/Dec/2030,97.5121,7.2863
IN3320200204,06.60 UP SDL 2030 23 DEC,6.6,23/Dec/2030,97.5121,7.2863
IN1520250243,07.07 GJ SGS 2030,7.07,24/Dec/2030,99.2042,7.2863
IN3620240058,07.15 UK SGS 2030,7.15,26/Dec/2030,99.4920,7.2863
IN1520220170,07.55 GJ SGS 2030,7.55,28/Dec/2030,100.9359,7.2863
IN1920200533,06.51 KA SDL 2030 30 DEC,6.51,30/Dec/2030,97.1772,7.2863
IN2420200080,06.60 ML SDL 2030 30 DEC,6.6,30/Dec/2030,97.5026,7.2863
IN2920200549,06.60 RJ SDL 2030,6.6,30/Dec/2030,97.5026,7.2863
IN3420200187,06.60 WB SDL 2030,6.6,30/Dec/2030,97.5026,7.2863
IN3320200212,06.62 UP SDL 2030,6.62,30/Dec/2030,97.5749,7.2863
IN2120250286,07.02 MP SGS 2030,7.02,31/Dec/2030,99.0210,7.2863
IN1020180379,08.37 AP SDL 2031,8.37,02/Jan/2031,103.7201,7.3365
IN1620220351,07.62 HR SGS 2031,7.62,04/Jan/2031,101.0099,7.3365
IN3120200339,06.53 TN SDL 2031,6.53,06/Jan/2031,96.8029,7.4093
IN1420200231,06.58 GA SDL 2031,6.58,06/Jan/2031,97.2430,7.3365
IN2920200564,06.59 RJ SDL 2031,6.59,06/Jan/2031,97.2792,7.3365
IN3620200078,06.60 UK SDL 2031,6.6,06/Jan/2031,97.3155,7.3365
IN3320200220,06.60 UP SDL 2031,6.6,06/Jan/2031,97.3155,7.3365
IN2320200073,06.63 MN SDL 2031,6.63,06/Jan/2031,97.4242,7.3365
IN1520240111,07.01 GJ SGS 2031,7.01,08/Jan/2031,98.7998,7.3365
IN1520230187,07.64 GJ SGS 2031,7.64,10/Jan/2031,101.0864,7.3365
IN1520150112,08.26 GJ SDL 2031,8.26,13/Jan/2031,103.3436,7.3365
IN3120200347,06.57 TN SDL 2031,6.57,13/Jan/2031,97.1965,7.3365
IN2920200572,06.61 RJ SDL 2031,6.61,13/Jan/2031,97.3420,7.3365
IN3320200238,06.61 UP SDL 2031,6.61,13/Jan/2031,97.3420,7.3365
IN3020200041,06.64 SK SDL 2031,6.64,13/Jan/2031,97.4511,7.3365
IN2820250156,07.48 PN SGS 2031,7.48,14/Jan/2031,100.5069,7.3365
IN1020230703,07.64 AP SGS 2031,7.64,17/Jan/2031,101.0913,7.3365
IN1220230180,07.68 AS SGS 2031,7.68,17/Jan/2031,101.2371,7.3365
IN4520220349,07.57 TS SGS 2031,7.57,18/Jan/2031,100.8367,7.3365
IN1420200256,06.62 GA SDL 2031,6.62,20/Jan/2031,97.3690,7.3365
IN3320200253,06.62 UP SDL 2031,6.62,20/Jan/2031,97.3690,7.3365
IN2420200106,06.63 ML SDL 2031,6.63,20/Jan/2031,97.4055,7.3365
IN3820180054,08.22 PY SDL 2031,8.22,23/Jan/2031,103.2170,7.3365
IN2920230389,07.66 RJ SGS 2031,7.66,24/Jan/2031,101.1696,7.3365
IN3520230118,07.67 CG SGS 2031,7.67,24/Jan/2031,101.2062,7.3365
IN2220220155,07.57 MH SGS 2031,7.57,25/Jan/2031,100.8409,7.3365
IN1620220377,07.64 HR SGS 2031,7.64,25/Jan/2031,101.0972,7.3365
IN1520200255,06.57 GJ SDL 2031,6.57,27/Jan/2031,97.1766,7.3365
IN2920200598,06.61 RJ SDL 2031 27 JAN,6.61,27/Jan/2031,97.3232,7.3365
IN1720200139,06.63 HP SDL 2031,6.63,27/Jan/2031,97.3965,7.3365
IN3420200229,06.63 WB SDL 2031,6.63,27/Jan/2031,97.3965,7.3365
IN3320200261,06.64 UP SDL 2031,6.64,27/Jan/2031,97.4332,7.3365
IN2720240026,07.03 OD SGS 2031,7.03,29/Jan/2031,98.8618,7.3365
IN1920180156,08.22 KA SDL 2031,8.22,30/Jan/2031,103.2305,7.3365
IN3120230401,07.60 TN SGS 2031,7.6,31/Jan/2031,100.9541,7.3365
IN1420200264,06.85 GA SDL 2031,6.85,03/Feb/2031,98.1980,7.3365
IN2920200622,06.85 RJ SDL 2031,6.85,03/Feb/2031,98.1980,7.3365
IN2320200081,06.88 MN SDL 2031,6.88,03/Feb/2031,98.3083,7.3365
IN3320200279,06.88 UP SDL 2031,6.88,03/Feb/2031,98.3083,7.3365
IN4920200149,06.99 JK SDL 2031,6.99,03/Feb/2031,98.7129,7.3365
IN1920190163,07.20 KA SDL 2031,7.2,05/Feb/2031,99.4850,7.3365
IN1020180411,08.39 AP SDL 2031,8.39,06/Feb/2031,103.8684,7.3365
IN1520230260,07.42 GJ SGS 2031,7.42,07/Feb/2031,100.2956,7.3365
IN3320200287,06.94 UP SDL 2031,6.94,10/Feb/2031,98.5247,7.3365
IN2920200655,06.95 RJ SDL 2031,6.95,10/Feb/2031,98.5616,7.3365
IN1220200266,06.98 AS SDL 2031,6.98,10/Feb/2031,98.6724,7.3365
IN2820200193,07.05 PN SDL 2031,7.05,10/Feb/2031,98.9308,7.3365
IN1520250284,07.02 GJ SGS 2031 11 FEB,7.02,11/Feb/2031,98.8196,7.3365
IN1020190485,07.05 AP SDL 2031,7.05,12/Feb/2031,98.9300,7.3365
IN1520230278,07.43 GJ SGS 2031,7.43,14/Feb/2031,100.4071,7.3171
IN1220230206,07.45 AS SGS 2031,7.45,14/Feb/2031,100.4092,7.3365
IN3520230167,07.46 CG SGS 2031,7.46,14/Feb/2031,100.4462,7.3365
IN1620220419,07.70 HR SGS 2031,7.7,15/Feb/2031,101.3351,7.3365
IN1520200263,06.93 GJ SDL 2031,6.93,17/Feb/2031,98.4835,7.3365
IN3120200362,06.95 TN SDL 2031,6.95,17/Feb/2031,98.6559,7.3098
IN2120200240,07.03 MP SDL 2031,7.03,17/Feb/2031,98.8541,7.3365
IN2620200070,07.05 NL SDL 2031,7.05,17/Feb/2031,98.9282,7.3365
IN2920200689,07.05 RJ SDL 2031,7.05,17/Feb/2031,98.9282,7.3365
IN3420200252,07.05 WB SDL 2031,7.05,17/Feb/2031,98.9282,7.3365
IN1220200282,07.07 AS SDL 2031,7.07,17/Feb/2031,99.0024,7.3365
IN3320200295,07.08 UP SDL 2031,7.08,17/Feb/2031,99.0394,7.3365
IN1520240228,07.02 GJ SGS 2031,7.02,20/Feb/2031,98.8158,7.3365
IN2720240067,07.06 OD SGS 2031,7.06,20/Feb/2031,98.9643,7.3365
IN3820240056,07.14 PY SGS 2031,7.14,20/Feb/2031,99.2613,7.3365
IN3520230209,07.47 CG SGS 2031,7.47,21/Feb/2031,100.4867,7.3365
IN1520200271,07.07 GJ SDL 2031,7.07,24/Feb/2031,99.0003,7.3365
IN2220200348,07.08 MH SDL 2031,7.08,24/Feb/2031,99.0375,7.3365
IN3020200058,07.19 SK SDL 2031,7.19,24/Feb/2031,99.4467,7.3365
IN1420200272,07.20 GA SDL 2031,7.2,24/Feb/2031,99.4839,7.3365
IN3320200303,07.20 UP SDL 2031,7.2,24/Feb/2031,99.4839,7.3365
IN1220200308,07.24 AS SDL 2031,7.24,24/Feb/2031,99.6327,7.3365
IN2220220171,07.72 MH SGS 2031,7.72,01/Mar/2031,101.4256,7.3365
IN2920200739,07.15 RJ SDL 2031,7.15,03/Mar/2031,99.2970,7.3365
IN1220200332,07.17 AS SDL 2031,7.17,03/Mar/2031,99.3717,7.3365
IN2420200114,07.17 ML SDL 2031,7.17,03/Mar/2031,99.3717,7.3365
IN3320200311,07.19 UP SDL 2031,7.19,03/Mar/2031,99.4465,7.3365
IN2820200201,07.23 PN SDL 2031,7.23,03/Mar/2031,99.5960,7.3365
IN1920190205,07.08 KA SDL 2031,7.08,04/Mar/2031,99.0351,7.3365
IN1020190519,07.15 AP SDL 2031,7.15,04/Mar/2031,99.2969,7.3365
IN3120250755,06.91 TN SGS 2031,6.91,04/Mar/2031,98.3992,7.3365
IN2820180148,08.45 PN SDL 2031,8.45,06/Mar/2031,104.1642,7.3365
IN2220220197,07.70 MH SGS 2031,7.7,08/Mar/2031,101.4592,7.3098
IN1520200289,07.08 GJ SDL 2031,7.08,10/Mar/2031,99.0338,7.3365
IN2920200788,07.13 RJ SDL 2031,7.13,10/Mar/2031,99.2214,7.3365
IN3320200329,07.17 UP SDL 2031,7.17,10/Mar/2031,99.3715,7.3365
IN2320200099,07.18 MN SDL 2031,7.18,10/Mar/2031,99.4090,7.3365
IN3020200066,07.18 SK SDL 2031,7.18,10/Mar/2031,99.4090,7.3365
IN3820190079,06.88 PY SDL 2031,6.88,11/Mar/2031,98.2828,7.3365
IN3120250805,06.91 TN SGS 2031 11 MAR,6.91,11/Mar/2031,98.3954,7.3365
IN2120240212,07.17 MP SGS 2031,7.17,12/Mar/2031,99.3715,7.3365
IN2220220213,07.69 MH SGS 2031,7.69,15/Mar/2031,101.3279,7.3365
IN1520200297,07.11 GJ SDL 2031,7.11,17/Mar/2031,99.1455,7.3365
IN1620200171,07.14 HR SDL 2031,7.14,17/Mar/2031,99.2585,7.3365
IN2920200796,07.15 RJ SDL 2031 17 MAR,7.15,17/Mar/2031,99.2962,7.3365
IN1420200280,07.16 GA SDL 2031,7.16,17/Mar/2031,99.3338,7.3365
IN2420200122,07.16 ML SDL 2031,7.16,17/Mar/2031,99.3338,7.3365
IN3320200337,07.16 UP SDL 2031,7.16,17/Mar/2031,99.3338,7.3365
IN3720190054,07.37 JH SDL 2031,7.37,18/Mar/2031,100.1252,7.3365
IN1720220202,07.72 HP SGS 2031,7.72,23/Mar/2031,101.4483,7.3365
IN3420200294,06.83 WB SDL 2031,6.83,24/Mar/2031,98.0842,7.3365
IN1520200305,06.84 GJ SDL 2031,6.84,24/Mar/2031,98.1220,7.3365
IN3620200086,06.84 UK SDL 2031,6.84,24/Mar/2031,98.1220,7.3365
IN1120200044,06.85 AR SDL 2031,6.85,24/Mar/2031,98.1598,7.3365
IN1220200365,06.85 AS SDL 2031,6.85,24/Mar/2031,98.1598,7.3365
IN1420200298,06.85 GA SDL 2031 24 MAR,6.85,24/Mar/2031,98.1598,7.3365
IN2420200130,06.85 ML SDL 2031,6.85,24/Mar/2031,98.1598,7.3365
IN3020200074,06.93 SK SDL 2031,6.93,24/Mar/2031,98.4623,7.3365
IN3120250862,07.24 TN SGS 2031,7.24,25/Mar/2031,99.6336,7.3365
IN1920250322,07.25 KA SGS 2031,7.25,25/Mar/2031,99.6714,7.3365
IN2920250429,07.33 RJ SGS 2031,7.33,25/Mar/2031,99.9740,7.3365
IN2620250067,07.38 NL SGS 2031,7.38,25/Mar/2031,100.1631,7.3365
IN3120240764,06.99 TN SGS 2031,6.99,26/Mar/2031,98.6871,7.3365
IN1220230230,07.46 AS SGS 2031,7.46,27/Mar/2031,100.4655,7.3365
IN1620220476,07.74 HR SGS 2031,7.74,29/Mar/2031,101.5264,7.3365
IN3520220010,07.75 CG SGS 2031,7.75,29/Mar/2031,101.5643,7.3365
IN1620250440,07.38 HR SGS 2031,7.38,30/Mar/2031,100.1618,7.3365
IN2020200308,06.80 KL SDL 2031,6.8,31/Mar/2031,97.9626,7.3365
IN3620200094,06.80 UK SDL 2031,6.8,31/Mar/2031,97.9626,7.3365
IN1420200306,06.84 GA SDL 2031,6.84,31/Mar/2031,98.1143,7.3365
IN4920200164,06.84 JK SDL 2031,6.84,31/Mar/2031,98.1143,7.3365
IN4920250011,06.76 JK SGS 2031,6.76,04/Apr/2031,97.8052,7.3365
IN1920200020,07.93 KA SDL 2031,7.93,08/Apr/2031,102.2539,7.3365
IN1020200011,07.98 AP SDL 2031,7.98,08/Apr/2031,102.4443,7.3365
IN2220260011,07.35 MH SGS 2031,7.35,08/Apr/2031,100.0458,7.3365
IN2920210027,06.75 RJ SDL 2031,6.75,09/Apr/2031,97.7600,7.3365
IN1720190017,08.20 HP SDL 2031,8.2,10/Apr/2031,103.2846,7.3365
IN3520260016,07.37 CG SGS 2031,7.37,15/Apr/2031,100.1204,7.3365
IN4520190013,08.14 TS SDL 2031,8.14,16/Apr/2031,103.0636,7.3365
IN2920210035,06.78 RJ SDL 2031,6.78,16/Apr/2031,97.8648,7.3365
IN2420210014,06.82 ML SDL 2031,6.82,16/Apr/2031,98.0177,7.3365
IN2920210043,06.82 RJ SDL 2031,6.82,20/Apr/2031,98.0127,7.3365
IN1120210019,06.84 AR SDL 2031,6.84,20/Apr/2031,98.0893,7.3365
IN2620210012,06.85 NL SDL 2031,6.85,20/Apr/2031,98.1276,7.3365
IN3120240020,07.50 TN SGS 2031,7.5,24/Apr/2031,100.6176,7.3365
IN1020230059,07.43 AP SGS 2031,7.43,26/Apr/2031,100.3489,7.3365
IN2320210015,06.78 MN SDL 2031,6.78,28/Apr/2031,97.8491,7.3365
IN1020190063,08.12 AP SDL 2031,8.12,03/May/2031,103.0089,7.3365
IN3120210015,06.77 TN SDL 2031,6.77,05/May/2031,97.8015,7.3365
IN2920210050,06.78 RJ SDL 2031 05 MAY,6.78,05/May/2031,97.8401,7.3365
IN2920260055,07.43 RJ SGS 2031,7.43,06/May/2031,100.3486,7.3365
IN3120250037,06.54 TN SGS 2031,6.54,07/May/2031,96.9105,7.3365
IN1620230038,07.39 HR SGS 2031,7.39,10/May/2031,100.1939,7.3365
IN1020230083,07.40 AP SGS 2031,7.4,10/May/2031,100.2326,7.3365
IN2920210076,06.77 RJ SDL 2031,6.77,12/May/2031,97.7927,7.3365
IN1620210022,06.79 HR SDL 2031,6.79,12/May/2031,97.8701,7.3365
IN3420210012,06.83 WB SDL 2031 12 MAY,6.83,12/May/2031,98.0250,7.3365
IN1520230021,07.27 GJ SGS 2031,7.27,17/May/2031,99.7277,7.3365
IN4920250037,06.42 JK SGS 2031,6.42,21/May/2031,96.4200,7.3365
IN2920210092,06.76 RJ SDL 2031,6.76,25/May/2031,97.7377,7.3365
IN2020210018,06.78 KL SDL 2031,6.78,25/May/2031,97.8157,7.3365
IN2220210073,06.78 MH SDL 2031,6.78,25/May/2031,97.8157,7.3365
IN3020210016,06.78 SK SDL 2031,6.78,25/May/2031,97.8157,7.3365
IN1020220126,07.67 AP SDL 2031,7.67,25/May/2031,101.2848,7.3365
IN2520220012,07.69 MZ SDL 2031,7.69,25/May/2031,101.3628,7.3365
